Date,State/UnionTerritory,New_Total_Doses_administered,Total_Doses_administered(new+previous),New_First_dose_administered,First_dose_administered(new+previous),New_Second_dose_administered,Total_Second_dose_administered(new+previous),New_covaxin_doses_administered,Total_covaxin_doses_administered(new+previous),New_covishield_doses_administered,Total_covishield_doses_administered(new+previous),New_sputnik_v_doses_administered,Total_sputnik_v_doses_administered(new+previous),New_aefi,Total_aefi(new+previous)
03-12-2021,Chhattisgarh,46646,700964,31255,524628,15391,176336,0,0,46646,700956,0,0,0,0
13-03-2021,Chhattisgarh,56071,757035,40919,565547,15152,191488,0,0,56071,757027,0,0,0,0
14-03-2021,Chhattisgarh,7255,764290,6629,572176,626,192114,0,0,7255,764282,0,0,0,0
15-03-2021,Chhattisgarh,76134,840424,60101,632277,16033,208147,70,70,76064,840346,0,0,0,0
16-03-2021,Chhattisgarh,202576,1043000,189458,821735,13118,221265,212,282,202372,1042718,0,0,425,425
17-03-2021,Chhattisgarh,112353,1155353,99259,920994,13094,234359,248,530,112105,1154823,0,0,1,426
18-03-2021,Chhattisgarh,78303,1233656,66499,987493,11804,246163,471,1001,77832,1232655,0,0,2,428
19-03-2021,Chhattisgarh,67255,1300911,56500,1043993,10755,256918,345,1346,66910,1299565,0,0,5,433
20-03-2021,Chhattisgarh,81228,1382139,71009,1115002,10219,267137,494,1840,80734,1380299,0,0,5,438
21-03-2021,Chhattisgarh,7937,1390076,7047,1122049,890,268027,42,1882,7895,1388194,0,0,0,438
22-03-2021,Chhattisgarh,56160,1446236,48224,1170273,7936,275963,480,2362,55680,1443874,0,0,3,441
23-03-2021,Chhattisgarh,45785,1492021,37444,1207717,8341,284304,728,3090,45057,1488931,0,0,6,447
24-03-2021,Chhattisgarh,44877,1536898,38917,1246634,5960,290264,785,3875,44092,1533023,0,0,4,451
25-03-2021,Chhattisgarh,59715,1596613,53805,1300439,5910,296174,881,4756,58834,1591857,0,0,3,454
26-03-2021,Chhattisgarh,63655,1660268,59372,1359811,4283,300457,1653,6409,62002,1653859,0,0,1,455
27-03-2021,Chhattisgarh,112921,1773189,108962,1468773,3959,304416,1568,7977,111353,1765212,0,0,2,457
28-03-2021,Chhattisgarh,34571,1807760,34110,1502883,461,304877,438,8415,34133,1799345,0,0,5,462
29-03-2021,Chhattisgarh,693,1808453,537,1503420,156,305033,0,8415,693,1800038,0,0,0,462
30-03-2021,Chhattisgarh,55179,1863632,51383,1554803,3796,308829,590,9005,54589,1854627,0,0,2,464
31-03-2021,Chhattisgarh,114286,1977918,107218,1662021,7068,315897,1580,10585,112706,1967333,0,0,2,466
04-01-2021,Chhattisgarh,135361,2113279,129722,1791743,5639,321536,2337,12922,133024,2100357,0,0,1,467
04-02-2021,Chhattisgarh,307260,2420539,297898,2089641,9362,330898,5419,18341,301841,2402198,0,0,1,468
04-03-2021,Chhattisgarh,224855,2645394,217360,2307001,7495,338393,2797,21138,222058,2624256,0,0,5,473
04-04-2021,Chhattisgarh,309561,2954955,300720,2607721,8841,347234,4856,25994,304705,2928961,0,0,8,481
04-05-2021,Chhattisgarh,116576,3071531,111058,2718779,5518,352752,3145,29139,113431,3042392,0,0,0,481
04-06-2021,Chhattisgarh,99048,3170579,93934,2812713,5114,357866,2808,31947,96240,3138632,0,0,2,483
04-07-2021,Chhattisgarh,228837,3399416,218393,3031106,10444,368310,3524,35471,225313,3363945,0,0,6,489
04-08-2021,Chhattisgarh,306142,3705558,291006,3322112,15136,383446,1932,37403,304210,3668155,0,0,4,493
04-09-2021,Chhattisgarh,229600,3935158,218181,3540293,11419,394865,1492,38895,228108,3896263,0,0,3,496
04-10-2021,Chhattisgarh,192651,4127809,181117,3721410,11534,406399,662,39557,191989,4088252,0,0,1,497
04-11-2021,Chhattisgarh,175855,4303664,166847,3888257,9008,415407,669,40226,175186,4263438,0,0,3,500
04-12-2021,Chhattisgarh,158702,4462366,145184,4033441,13518,428925,485,40711,158217,4421655,0,0,3,503
13-04-2021,Chhattisgarh,97373,4559739,88091,4121532,9282,438207,648,41359,96725,4518380,0,0,16,519
14-04-2021,Chhattisgarh,74623,4634362,65038,4186570,9585,447792,1411,42770,73212,4591592,0,0,7,526
15-04-2021,Chhattisgarh,45865,4680227,37300,4223870,8565,456357,1506,44276,44359,4635951,0,0,0,526
16-04-2021,Chhattisgarh,69387,4749614,56189,4280059,13198,469555,1663,45939,67724,4703675,0,0,6,532
17-04-2021,Chhattisgarh,120560,4870174,96648,4376707,23912,493467,3075,49014,117485,4821160,0,0,1,533
18-04-2021,Chhattisgarh,86238,4956412,71711,4448418,14527,507994,2869,51883,83369,4904529,0,0,0,533
19-04-2021,Chhattisgarh,86781,5043193,68440,4516858,18341,526335,5004,56887,81777,4986306,0,0,1,534
20-04-2021,Chhattisgarh,59513,5102706,44954,4561812,14559,540894,5258,62145,54255,5040561,0,0,6,540
21-04-2021,Chhattisgarh,43837,5146543,32240,4594052,11597,552491,4088,66233,39749,5080310,0,0,1,541
22-04-2021,Chhattisgarh,65583,5212126,48244,4642296,17339,569830,4596,70829,60987,5141297,0,0,0,541
23-04-2021,Chhattisgarh,60608,5272734,43823,4686119,16785,586615,4155,74984,56453,5197750,0,0,0,541
24-04-2021,Chhattisgarh,51476,5324210,35171,4721290,16305,602920,3254,78238,48222,5245972,0,0,0,541
25-04-2021,Chhattisgarh,38137,5362347,24911,4746201,13226,616146,1814,80052,36323,5282295,0,0,0,541
26-04-2021,Chhattisgarh,43951,5406298,26253,4772454,17698,633844,3026,83078,40925,5323220,0,0,2,543
27-04-2021,Chhattisgarh,32243,5438541,18860,4791314,13383,647227,1978,85056,30265,5353485,0,0,0,543
28-04-2021,Chhattisgarh,31076,5469617,16383,4807697,14693,661920,2874,87930,28202,5381687,0,0,1,544
29-04-2021,Chhattisgarh,37893,5507510,16217,4823914,21676,683596,4631,92561,33262,5414949,0,0,0,544
30-04-2021,Chhattisgarh,63399,5570909,29089,4853003,34310,717906,5448,98009,57951,5472900,0,0,1,545
05-01-2021,Chhattisgarh,49473,5620382,23018,4876021,26455,744361,4950,102959,44523,5517423,0,0,0,545
05-02-2021,Chhattisgarh,26605,5646987,11638,4887659,14967,759328,2401,105360,24204,5541627,0,0,0,545
05-03-2021,Chhattisgarh,37471,5684458,15009,4902668,22462,781790,4052,109412,33419,5575046,0,0,0,545
05-04-2021,Chhattisgarh,31054,5715512,11643,4914311,19411,801201,4055,113467,26999,5602045,0,0,2,547
05-05-2021,Chhattisgarh,30717,5746229,11259,4925570,19458,820659,4019,117486,26698,5628743,0,0,0,547
05-06-2021,Chhattisgarh,40619,5786848,14337,4939907,26282,846941,5091,122577,35528,5664271,0,0,1,548
05-07-2021,Chhattisgarh,28821,5815669,10173,4950080,18648,865589,4053,126630,24768,5689039,0,0,0,548
05-08-2021,Chhattisgarh,26987,5842656,8277,4958357,18710,884299,3920,130550,23067,5712106,0,0,1,549
05-09-2021,Chhattisgarh,14494,5857150,5146,4963503,9348,893647,2793,133343,11701,5723807,0,0,0,549
05-10-2021,Chhattisgarh,49656,5906806,14919,4978422,34737,928384,3822,137165,45834,5769641,0,0,1,550
05-11-2021,Chhattisgarh,50097,5956903,15399,4993821,34698,963082,3583,140748,46514,5816155,0,0,0,550
05-12-2021,Chhattisgarh,39301,5996204,16645,5010466,22656,985738,4657,145405,34644,5850799,0,0,0,550
13-05-2021,Chhattisgarh,50255,6046459,18358,5028824,31897,1017635,4797,150202,45458,5896257,0,0,0,550
14-05-2021,Chhattisgarh,49111,6095570,16049,5044873,33062,1050697,3604,153806,45507,5941764,0,0,0,550
15-05-2021,Chhattisgarh,42695,6138265,13930,5058803,28765,1079462,4292,158098,38403,5980167,0,0,1,551
16-05-2021,Chhattisgarh,4520,6142785,3348,5062151,1172,1080634,1897,159995,2623,5982790,0,0,1,552
17-05-2021,Chhattisgarh,6911,6149696,5074,5067225,1837,1082471,2788,162783,4123,5986913,0,0,1,553
18-05-2021,Chhattisgarh,6129,6155825,4915,5072140,1214,1083685,2375,165158,3754,5990667,0,0,0,553
19-05-2021,Chhattisgarh,6401,6162226,4898,5077038,1503,1085188,2397,167555,4004,5994671,0,0,1,554
20-05-2021,Chhattisgarh,6794,6169020,4688,5081726,2106,1087294,2164,169719,4630,5999301,0,0,0,554
21-05-2021,Chhattisgarh,6758,6175778,4959,5086685,1799,1089093,2032,171751,4726,6004027,0,0,0,554
22-05-2021,Chhattisgarh,7846,6183624,6154,5092839,1692,1090785,2167,173918,5679,6009706,0,0,1,555
23-05-2021,Chhattisgarh,5192,6188816,4253,5097092,939,1091724,1489,175407,3703,6013409,0,0,0,555
24-05-2021,Chhattisgarh,6874,6195690,5029,5102121,1845,1093569,2237,177644,4637,6018046,0,0,2,557
25-05-2021,Chhattisgarh,5475,6201165,3784,5105905,1691,1095260,2294,179938,3181,6021227,0,0,2,559
26-05-2021,Chhattisgarh,6467,6207632,4960,5110865,1507,1096767,1947,181885,4520,6025747,0,0,1,560
27-05-2021,Chhattisgarh,4219,6211851,3002,5113867,1217,1097984,1436,183321,2783,6028530,0,0,2,562
28-05-2021,Chhattisgarh,9547,6221398,7536,5121403,2011,1099995,2278,185599,7269,6035799,0,0,0,562
29-05-2021,Chhattisgarh,7892,6229290,5765,5127168,2127,1102122,2126,187725,5766,6041565,0,0,0,562
30-05-2021,Chhattisgarh,4176,6233466,3014,5130182,1162,1103284,1322,189047,2854,6044419,0,0,1,563
31-05-2021,Chhattisgarh,7062,6240528,4476,5134658,2586,1105870,2289,191336,4773,6049192,0,0,1,564
06-01-2021,Chhattisgarh,11977,6252505,4779,5139437,7198,1113068,4383,195719,7594,6056786,0,0,0,564
06-02-2021,Chhattisgarh,7619,6260124,3640,5143077,3979,1117047,2672,198391,4947,6061733,0,0,0,564
06-03-2021,Chhattisgarh,7624,6267748,2950,5146027,4674,1121721,2948,201339,4676,6066409,0,0,0,564
06-04-2021,Chhattisgarh,6656,6274404,2574,5148601,4082,1125803,2569,203908,4087,6070496,0,0,0,564
06-05-2021,Chhattisgarh,7680,6282084,2804,5151405,4876,1130679,2444,206352,5236,6075732,0,0,0,564
06-06-2021,Chhattisgarh,3541,6285625,1565,5152970,1976,1132655,1544,207896,1997,6077729,0,0,0,564
06-07-2021,Chhattisgarh,5357,6290982,2212,5155182,3145,1135800,2448,210344,2909,6080638,0,0,0,564
06-08-2021,Chhattisgarh,5933,6296915,2351,5157533,3582,1139382,2476,212820,3457,6084095,0,0,0,564
06-09-2021,Chhattisgarh,7443,6304358,2748,5160281,4695,1144077,2691,215511,4752,6088847,0,0,0,564
06-10-2021,Chhattisgarh,6959,6311317,2557,5162838,4402,1148479,2550,218061,4409,6093256,0,0,0,564
06-11-2021,Chhattisgarh,6830,6318147,2506,5165344,4324,1152803,2499,220560,4331,6097587,0,0,0,564
06-12-2021,Chhattisgarh,7400,6325547,3107,5168451,4293,1157096,2538,223098,4862,6102449,0,0,0,564
13-06-2021,Chhattisgarh,4762,6330309,1987,5170438,2775,1159871,1772,224870,2990,6105439,0,0,0,564
14-06-2021,Chhattisgarh,7670,6337979,3377,5173815,4293,1164164,2180,227050,5490,6110929,0,0,0,564
15-06-2021,Chhattisgarh,6490,6344469,2788,5176603,3702,1167866,2043,229093,4447,6115376,0,0,0,564
16-06-2021,Chhattisgarh,6379,6350848,2899,5179502,3480,1171346,1516,230609,4863,6120239,0,0,0,564
17-06-2021,Chhattisgarh,6736,6357584,2769,5182271,3967,1175313,1485,232094,5251,6125490,0,0,0,564
18-06-2021,Chhattisgarh,7535,6365119,3236,5185507,4299,1179612,1598,233692,5937,6131427,0,0,0,564
19-06-2021,Chhattisgarh,10110,6375229,4128,5189635,5982,1185594,1640,235332,8470,6139897,0,0,0,564
20-06-2021,Chhattisgarh,5261,6380490,2426,5192061,2835,1188429,852,236184,4409,6144306,0,0,0,564
21-06-2021,Chhattisgarh,99889,6480379,86062,5278123,13827,1202256,15483,251667,84327,6228633,79,79,0,564
22-06-2021,Chhattisgarh,125214,6605593,108036,5386159,17178,1219434,18613,270280,106601,6335234,0,79,0,564
23-06-2021,Chhattisgarh,177979,6783572,155082,5541241,22897,1242331,16497,286777,161482,6496716,0,79,1,565
24-06-2021,Chhattisgarh,237126,7020698,198569,5739810,38557,1280888,21747,308524,215333,6712049,46,125,2,567
25-06-2021,Chhattisgarh,225235,7245933,178204,5918014,47031,1327919,30325,338849,194910,6906959,0,125,1,568
26-06-2021,Chhattisgarh,356249,7602182,293871,6211885,62378,1390297,82397,421246,273810,7180769,42,167,5,573
27-06-2021,Chhattisgarh,219748,7821930,168483,6380368,51265,1441562,45902,467148,173846,7354615,0,167,2,575
28-06-2021,Chhattisgarh,282351,8104281,222589,6602957,59762,1501324,72746,539894,209596,7564211,9,176,5,580
29-06-2021,Chhattisgarh,209431,8313712,163457,6766414,45974,1547298,63514,603408,145882,7710093,35,211,1,581
30-06-2021,Chhattisgarh,139633,8453345,113196,6879610,26437,1573735,65152,668560,74461,7784554,20,231,4,585
07-01-2021,Chhattisgarh,134808,8588153,116948,6996558,17860,1591595,95189,763749,39616,7824170,3,234,4,589
07-02-2021,Chhattisgarh,92721,8680874,79938,7076496,12783,1604378,65802,829551,26911,7851081,8,242,0,589
07-03-2021,Chhattisgarh,142626,8823500,90928,7167424,51698,1656076,45502,875053,97123,7948204,1,243,2,591
07-04-2021,Chhattisgarh,81245,8904745,50393,7217817,30852,1686928,15161,890214,66084,8014288,0,243,3,594
07-05-2021,Chhattisgarh,97005,9001750,62010,7279827,34995,1721923,19046,909260,77951,8092239,8,251,0,594
07-06-2021,Chhattisgarh,42769,9044519,27851,7307678,14918,1736841,9333,918593,33208,8125447,228,479,16,610
07-07-2021,Chhattisgarh,20880,9065399,13866,7321544,7014,1743855,4927,923520,15684,8141131,269,748,1,611
07-08-2021,Chhattisgarh,86728,9152127,53216,7374760,33512,1777367,2786,926306,83698,8224829,244,992,1,612
07-09-2021,Chhattisgarh,106535,9258662,64193,7438953,42342,1819709,3519,929825,102923,8327752,93,1085,1,613
07-10-2021,Chhattisgarh,72530,9331192,53053,7492006,19477,1839186,30492,960317,42034,8369786,4,1089,0,613
07-11-2021,Chhattisgarh,19052,9350244,14254,7506260,4798,1843984,8722,969039,10330,8380116,0,1089,0,613
07-12-2021,Chhattisgarh,20766,9371010,14801,7521061,5965,1849949,6847,975886,13753,8393869,166,1255,0,613
13-07-2021,Chhattisgarh,10739,9381749,7574,7528635,3165,1853114,3109,978995,7486,8401355,144,1399,7,620
14-07-2021,Chhattisgarh,249064,9630813,215471,7744106,33593,1886707,25670,1004665,223232,8624587,162,1561,0,620
15-07-2021,Chhattisgarh,45407,9676220,25052,7769158,20355,1907062,974,1005639,44181,8668768,252,1813,1,621
16-07-2021,Chhattisgarh,15177,9691397,8881,7778039,6296,1913358,590,1006229,14407,8683175,180,1993,3,624
17-07-2021,Chhattisgarh,185207,9876604,111072,7889111,74135,1987493,458,1006687,184462,8867637,287,2280,2,626
18-07-2021,Chhattisgarh,74854,9951458,50081,7939192,24773,2012266,12295,1018982,62559,8930196,0,2280,0,626
19-07-2021,Chhattisgarh,157595,10109053,102719,8041911,54876,2067142,10653,1029635,146715,9076911,227,2507,4,630
20-07-2021,Chhattisgarh,135882,10244935,93247,8135158,42635,2109777,5980,1035615,129699,9206610,203,2710,0,630
21-07-2021,Chhattisgarh,46529,10291464,35675,8170833,10854,2120631,3528,1039143,42798,9249408,203,2913,4,634
22-07-2021,Chhattisgarh,50367,10341831,36935,8207768,13432,2134063,2946,1042089,47276,9296684,145,3058,2,636
23-07-2021,Chhattisgarh,33752,10375583,24656,8232424,9096,2143159,6577,1048666,27018,9323702,157,3215,0,636
24-07-2021,Chhattisgarh,41489,10417072,30035,8262459,11454,2154613,14341,1063007,26971,9350673,177,3392,4,640
25-07-2021,Chhattisgarh,69841,10486913,45857,8308316,23984,2178597,16901,1079908,52940,9403613,0,3392,0,640
26-07-2021,Chhattisgarh,75505,10562418,54772,8363088,20733,2199330,21239,1101147,54115,9457728,151,3543,0,640
27-07-2021,Chhattisgarh,46208,10608626,32601,8395689,13607,2212937,13902,1115049,32140,9489868,166,3709,1,641
28-07-2021,Chhattisgarh,38438,10647064,26464,8422153,11974,2224911,12040,1127089,26287,9516155,111,3820,0,641
29-07-2021,Chhattisgarh,106645,10753709,72213,8494366,34432,2259343,9327,1136416,97125,9613280,193,4013,0,641
30-07-2021,Chhattisgarh,96917,10850626,68647,8563013,28270,2287613,5488,1141904,91337,9704617,92,4105,0,641
31-07-2021,Chhattisgarh,102829,10953455,69791,8632804,33038,2320651,30931,1172835,71696,9776313,202,4307,4,645
08-01-2021,Chhattisgarh,128350,11081805,115911,8748715,12439,2333090,13601,1186436,114748,9891061,1,4308,0,645
08-02-2021,Chhattisgarh,45332,11127137,26416,8775131,18916,2352006,8447,1194883,36824,9927885,61,4369,1,646
08-03-2021,Chhattisgarh,54228,11181365,33167,8808298,21061,2373067,13853,1208736,40140,9968025,235,4604,0,645
08-04-2021,Chhattisgarh,42520,11223885,21097,8829395,21423,2394490,18586,1227322,23842,9991867,92,4696,0,645
08-05-2021,Chhattisgarh,157883,11381768,87738,8917133,70145,2464635,36836,1264158,120921,10112788,126,4822,1,646
08-06-2021,Chhattisgarh,211948,11593716,152266,9069399,59682,2524317,29582,1293740,182216,10295004,150,4972,1,647
08-07-2021,Chhattisgarh,92144,11685860,53645,9123044,38499,2562816,19639,1313379,72357,10367361,148,5120,0,647
08-08-2021,Chhattisgarh,24707,11710567,13460,9136504,11247,2574063,4891,1318270,19816,10387177,0,5120,1,648
08-09-2021,Chhattisgarh,58610,11769177,44978,9181482,13632,2587695,8258,1326528,50226,10437403,126,5246,0,648
16-01-2021,Dadra and Nagar Haveli and Daman and Diu,23,23,23,23,0,0,0,0,23,23,0,0,0,0
17-01-2021,Dadra and Nagar Haveli and Daman and Diu,0,23,0,23,0,0,0,0,0,23,0,0,0,0
18-01-2021,Dadra and Nagar Haveli and Daman and Diu,0,15,0,15,0,0,0,0,0,15,0,0,0,0
19-01-2021,Dadra and Nagar Haveli and Daman and Diu,16,31,16,31,0,0,0,0,16,31,0,0,0,0
20-01-2021,Dadra and Nagar Haveli and Daman and Diu,0,31,0,31,0,0,0,0,0,31,0,0,0,0
21-01-2021,Dadra and Nagar Haveli and Daman and Diu,47,78,47,78,0,0,0,0,47,78,0,0,0,0
22-01-2021,Dadra and Nagar Haveli and Daman and Diu,35,113,35,113,0,0,0,0,35,113,0,0,0,0
23-01-2021,Dadra and Nagar Haveli and Daman and Diu,167,280,167,280,0,0,0,0,167,280,0,0,0,0
24-01-2021,Dadra and Nagar Haveli and Daman and Diu,32,312,32,312,0,0,0,0,32,312,0,0,0,0
25-01-2021,Dadra and Nagar Haveli and Daman and Diu,50,362,50,362,0,0,0,0,50,362,0,0,0,0
26-01-2021,Dadra and Nagar Haveli and Daman and Diu,0,362,0,362,0,0,0,0,0,362,0,0,0,0
27-01-2021,Dadra and Nagar Haveli and Daman and Diu,42,404,42,404,0,0,0,0,42,404,0,0,0,0
28-01-2021,Dadra and Nagar Haveli and Daman and Diu,155,559,155,559,0,0,0,0,155,559,0,0,0,0
29-01-2021,Dadra and Nagar Haveli and Daman and Diu,147,706,147,706,0,0,0,0,147,706,0,0,0,0
30-01-2021,Dadra and Nagar Haveli and Daman and Diu,146,852,146,852,0,0,0,0,146,852,0,0,0,0
31-01-2021,Dadra and Nagar Haveli and Daman and Diu,4,856,4,856,0,0,0,0,4,856,0,0,0,0
02-01-2021,Dadra and Nagar Haveli and Daman and Diu,182,1038,182,1038,0,0,0,0,182,1038,0,0,0,0
02-02-2021,Dadra and Nagar Haveli and Daman and Diu,143,1181,143,1181,0,0,0,0,143,1181,0,0,0,0
02-03-2021,Dadra and Nagar Haveli and Daman and Diu,240,1421,240,1421,0,0,0,0,240,1421,0,0,0,0
02-04-2021,Dadra and Nagar Haveli and Daman and Diu,260,1681,260,1681,0,0,0,0,260,1681,0,0,0,0
02-05-2021,Dadra and Nagar Haveli and Daman and Diu,250,1931,250,1931,0,0,0,0,250,1931,0,0,0,0
02-06-2021,Dadra and Nagar Haveli and Daman and Diu,324,2255,324,2255,0,0,0,0,324,2255,0,0,0,0
02-07-2021,Dadra and Nagar Haveli and Daman and Diu,0,2255,0,2255,0,0,0,0,0,2255,0,0,0,0
02-08-2021,Dadra and Nagar Haveli and Daman and Diu,74,2329,74,2329,0,0,0,0,74,2329,0,0,0,0
02-09-2021,Dadra and Nagar Haveli and Daman and Diu,238,2567,238,2567,0,0,0,0,238,2567,0,0,0,0
02-10-2021,Dadra and Nagar Haveli and Daman and Diu,742,3309,742,3309,0,0,0,0,742,3309,0,0,0,0
02-11-2021,Dadra and Nagar Haveli and Daman and Diu,363,3672,363,3672,0,0,0,0,363,3672,0,0,0,0
02-12-2021,Dadra and Nagar Haveli and Daman and Diu,259,3931,259,3931,0,0,0,0,259,3931,0,0,0,0
13-02-2021,Dadra and Nagar Haveli and Daman and Diu,200,4131,129,4060,71,71,0,0,129,4060,0,0,0,0
14-02-2021,Dadra and Nagar Haveli and Daman and Diu,0,4131,0,4060,0,71,0,0,0,4060,0,0,0,0
15-02-2021,Dadra and Nagar Haveli and Daman and Diu,294,4425,287,4347,7,78,0,0,287,4347,0,0,0,0
16-02-2021,Dadra and Nagar Haveli and Daman and Diu,329,4754,243,4590,86,164,0,0,243,4590,0,0,0,0
17-02-2021,Dadra and Nagar Haveli and Daman and Diu,729,5483,705,5295,24,188,0,0,705,5295,0,0,0,0
18-02-2021,Dadra and Nagar Haveli and Daman and Diu,293,5776,274,5569,19,207,0,0,274,5569,0,0,0,0
19-02-2021,Dadra and Nagar Haveli and Daman and Diu,728,6504,605,6174,123,330,0,0,605,6174,0,0,0,0
20-02-2021,Dadra and Nagar Haveli and Daman and Diu,337,6841,202,6376,135,465,0,0,202,6376,0,0,0,0
21-02-2021,Dadra and Nagar Haveli and Daman and Diu,0,6841,0,6376,0,465,0,0,0,6376,0,0,0,0
22-02-2021,Dadra and Nagar Haveli and Daman and Diu,162,7003,112,6488,50,515,0,0,112,6488,0,0,0,0
23-02-2021,Dadra and Nagar Haveli and Daman and Diu,58,7061,51,6539,7,522,0,0,51,6539,0,0,0,0
24-02-2021,Dadra and Nagar Haveli and Daman and Diu,74,7135,70,6609,4,526,0,0,70,6609,0,0,0,0
25-02-2021,Dadra and Nagar Haveli and Daman and Diu,540,7675,468,7077,72,598,0,0,468,7077,0,0,0,0
26-02-2021,Dadra and Nagar Haveli and Daman and Diu,303,7978,227,7304,76,674,0,0,227,7304,0,0,0,0
27-02-2021,Dadra and Nagar Haveli and Daman and Diu,0,7978,0,7304,0,674,0,0,0,7304,0,0,0,0
28-02-2021,Dadra and Nagar Haveli and Daman and Diu,0,7978,0,7304,0,674,0,0,0,7304,0,0,0,0
03-01-2021,Dadra and Nagar Haveli and Daman and Diu,0,7978,0,7304,0,674,0,0,0,7304,0,0,0,0
03-02-2021,Dadra and Nagar Haveli and Daman and Diu,1455,9433,1165,8469,290,964,0,0,1165,8469,0,0,0,0
03-03-2021,Dadra and Nagar Haveli and Daman and Diu,0,7675,0,7077,0,598,0,0,0,7077,0,0,0,0
03-04-2021,Dadra and Nagar Haveli and Daman and Diu,303,7978,227,7304,76,674,0,0,227,7304,0,0,0,0
03-05-2021,Dadra and Nagar Haveli and Daman and Diu,0,7978,0,7304,0,674,0,0,0,7304,0,0,0,0
03-06-2021,Dadra and Nagar Haveli and Daman and Diu,5152,13130,3942,11246,1210,1884,0,0,3942,11246,0,0,0,0
03-07-2021,Dadra and Nagar Haveli and Daman and Diu,8,13138,8,11254,0,1884,0,0,8,11254,0,0,0,0
03-08-2021,Dadra and Nagar Haveli and Daman and Diu,720,13858,587,11841,133,2017,0,0,587,11841,0,0,0,0
03-09-2021,Dadra and Nagar Haveli and Daman and Diu,0,12668,0,10402,249,2266,0,0,827,12668,0,0,0,0
03-10-2021,Dadra and Nagar Haveli and Daman and Diu,1001,13669,621,11023,380,2646,0,0,1001,13669,0,0,0,0
03-11-2021,Dadra and Nagar Haveli and Daman and Diu,0,13669,0,11023,0,2646,0,0,0,13669,0,0,0,0
03-12-2021,Dadra and Nagar Haveli and Daman and Diu,1112,14781,726,11749,386,3032,0,0,1112,14781,0,0,0,0
13-03-2021,Dadra and Nagar Haveli and Daman and Diu,814,15595,596,12345,218,3250,0,0,814,15595,0,0,0,0
14-03-2021,Dadra and Nagar Haveli and Daman and Diu,0,15595,0,12345,0,3250,0,0,0,15595,0,0,0,0
15-03-2021,Dadra and Nagar Haveli and Daman and Diu,986,16581,699,13044,287,3537,0,0,986,16581,0,0,0,0
16-03-2021,Dadra and Nagar Haveli and Daman and Diu,2916,19497,2784,15828,132,3669,0,0,2916,19497,0,0,83,83
17-03-2021,Dadra and Nagar Haveli and Daman and Diu,1540,21037,1315,17143,225,3894,0,0,1540,21037,0,0,0,83
18-03-2021,Dadra and Nagar Haveli and Daman and Diu,658,21695,430,17573,228,4122,0,0,658,21695,0,0,0,83
19-03-2021,Dadra and Nagar Haveli and Daman and Diu,1194,22889,908,18481,286,4408,0,0,1194,22889,0,0,0,83
20-03-2021,Dadra and Nagar Haveli and Daman and Diu,893,23782,689,19170,204,4612,0,0,893,23782,0,0,0,83
21-03-2021,Dadra and Nagar Haveli and Daman and Diu,58,23840,48,19218,10,4622,0,0,58,23840,0,0,0,83
22-03-2021,Dadra and Nagar Haveli and Daman and Diu,860,24700,774,19992,86,4708,0,0,860,24700,0,0,0,83
23-03-2021,Dadra and Nagar Haveli and Daman and Diu,1541,26241,1330,21322,211,4919,0,0,1541,26241,0,0,0,83
24-03-2021,Dadra and Nagar Haveli and Daman and Diu,582,26823,457,21779,125,5044,0,0,582,26823,0,0,0,83
25-03-2021,Dadra and Nagar Haveli and Daman and Diu,996,27819,814,22593,182,5226,0,0,996,27819,0,0,0,83
26-03-2021,Dadra and Nagar Haveli and Daman and Diu,600,28419,518,23111,82,5308,0,0,600,28419,0,0,0,83
27-03-2021,Dadra and Nagar Haveli and Daman and Diu,28,28447,27,23138,1,5309,0,0,28,28447,0,0,0,83
28-03-2021,Dadra and Nagar Haveli and Daman and Diu,10,28457,10,23148,0,5309,0,0,10,28457,0,0,0,83
29-03-2021,Dadra and Nagar Haveli and Daman and Diu,892,29349,646,23794,246,5555,0,0,892,29349,0,0,0,83
30-03-2021,Dadra and Nagar Haveli and Daman and Diu,849,30198,677,24471,172,5727,0,0,849,30198,0,0,0,83
31-03-2021,Dadra and Nagar Haveli and Daman and Diu,2792,32990,2600,27071,192,5919,0,0,2792,32990,0,0,0,83
04-01-2021,Dadra and Nagar Haveli and Daman and Diu,4147,37137,3866,30937,281,6200,0,0,4147,37137,0,0,1,84
04-02-2021,Dadra and Nagar Haveli and Daman and Diu,3805,40942,3487,34424,318,6518,0,0,3805,40942,0,0,1,85
04-03-2021,Dadra and Nagar Haveli and Daman and Diu,3275,44217,3071,37495,204,6722,0,0,3275,44217,0,0,0,85
04-04-2021,Dadra and Nagar Haveli and Daman and Diu,3836,48053,3426,40921,410,7132,0,0,3836,48053,0,0,0,85
04-05-2021,Dadra and Nagar Haveli and Daman and Diu,2462,50515,2263,43184,199,7331,0,0,2462,50515,0,0,0,85
04-06-2021,Dadra and Nagar Haveli and Daman and Diu,5514,56029,5129,48313,385,7716,0,0,5514,56029,0,0,0,85
04-07-2021,Dadra and Nagar Haveli and Daman and Diu,4263,60292,3843,52156,420,8136,0,0,4263,60292,0,0,0,85
04-08-2021,Dadra and Nagar Haveli and Daman and Diu,3868,64160,3562,55718,306,8442,0,0,3868,64160,0,0,0,85
04-09-2021,Dadra and Nagar Haveli and Daman and Diu,3748,67908,3412,59130,336,8778,0,0,3748,67908,0,0,0,85
